title,author,img,rating
내 생애 첫 남자,빨간무지개,https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,9.9
친구에서 부부까지,이햇살,https://novel-phinf.pstatic.net/20160628_42/novel_1467103060682ubkmW_PNG/romance_5.png?type=f150_118_2,9.8
나의 태양,딜리안,https://novel-phinf.pstatic.net/20220109_230/novel_1641698791095RShgV_JPEG/my%2Bsun.jpg?type=f150_118_2,10.0
정략결혼과 스폰서,수박중독,https://novel-phinf.pstatic.net/20220203_253/novel_1643886090252UC05y_PNG/iimagee.png?type=f150_118_2,10.0
그 연애 너랑 할래!,달토끼미미 ,https://novel-phinf.pstatic.net/20140404_218/novel_1396577039485LepFK_PNG/romance_3.png?type=f150_118_2,10.0
천년의 정인,구현 이재익,https://novel-phinf.pstatic.net/20150701_71/novel_1435733605988KWsKU_JPEG/woonsim%2Bfront.jpg?type=f150_118_2,10.0
이사님의 비서 취향,파스카,https://novel-phinf.pstatic.net/20190311_235/novel_1552256521767LhPqo_GIF/balloon-1n.gif?type=f150_118_2,10.0
판타스틱 베이비,동그란오,https://novel-phinf.pstatic.net/20201017_91/novel_1602941452662WOGbx_JPEG/ED919CECA780_EC9584EAB8B0EC8690.jpg?type=f150_118_2,10.0
미녀의 추녀 입성기,스타주디,https://novel-phinf.pstatic.net/20210523_190/novel_162175649279071Gfg_JPEG/beauty-2.jpg?type=f150_118_2,9.9
예정에 없던,다모작,https://novel-phinf.pstatic.net/20140404_219/novel_1396577026180h3v9n_PNG/romance_1.png?type=f150_118_2,9.9
가짜 부부,DALKI(딸기),https://novel-phinf.pstatic.net/20171121_116/novel_15112403655923acvy_JPEG/00.JPG?type=f150_118_2,10.0
내 아이의 아빠,재즈카페,https://novel-phinf.pstatic.net/20210908_82/novel_1631080278055vyAhg_JPEG/Screenshot_20210908-143540_KakaoTalk.jpg?type=f150_118_2,9.9
나를 팔다,은밀희,https://novel-phinf.pstatic.net/20201209_281/novel_16075255011410WTAO_JPEG/Sketch002.jpg?type=f150_118_2,9.7
그림자 신부,레인리,https://novel-phinf.pstatic.net/20150617_34/novel_1434525644111LHJ54_JPEG/787.jpg?type=f150_118_2,9.8
나쁜 결혼생활,정라떼,https://novel-phinf.pstatic.net/20220216_167/novel_1644983348381gC2YI_JPEG/sunny.jpg?type=f150_118_2,9.9
내 사랑의 갑(甲),아침안개,https://novel-phinf.pstatic.net/20210704_99/novel_1625394160011TMC4T_JPEG/EB82B4EC82ACEB9E91EC9D98EAB091ED919CECA780.jpg?type=f150_118_2,10.0
귀향기사,양산형∀,https://novel-phinf.pstatic.net/20161123_57/novel_1479827607642Ev5al_JPEG/p3.jpg?type=f150_118_2,9.6
종신계약(終身契約),박하연(박하꽃),https://novel-phinf.pstatic.net/20211013_293/novel_1634101861874imUkV_JPEG/posiible_F_EC84B8EBA19C_650x975.jpg?type=f150_118_2,10.0
피폐한 사랑,원도환,https://novel-phinf.pstatic.net/20160802_190/novel_1470125693725ixTjQ_PNG/romance_6.png?type=f150_118_2,10.0
너는 나의 구원이었어,다하루,https://novel-phinf.pstatic.net/20210209_114/novel_1612864859816kJyvQ_PNG/KakaoTalk_20210209_185928009.png?type=f150_118_2,10.0
불륜 게임,미달공주,https://novel-phinf.pstatic.net/20160628_42/novel_1467103060682ubkmW_PNG/romance_5.png?type=f150_118_2,9.8
옆집에 사는 내 남편,뽀송구름,https://novel-phinf.pstatic.net/20210427_269/novel_16195115235721tyOa_JPEG/love22.jpg?type=f150_118_2,9.9
천일야화(千一夜話)-술탄의 꽃,모란,https://novel-phinf.pstatic.net/20140606_143/novel_1402061770386PaGdE_JPEG/1399517935995.jpg?type=f150_118_2,10.0
은밀한 연인,파스카,https://novel-phinf.pstatic.net/20171014_140/novel_1507970368334DvL3h_GIF/EC8898ECA095EB90A8%2BEC82ACEBB3B8.gif?type=f150_118_2,9.7
노블레스 젠틀맨,늘ㅎH랑,https://novel-phinf.pstatic.net/20140404_280/novel_13965770323942D9Gu_PNG/romance_2.png?type=f150_118_2,9.9
사로잡힌 소유욕,원도환,https://novel-phinf.pstatic.net/20160805_129/novel_1470364431750jgwc4_PNG/romance_7.png?type=f150_118_2,9.9
너를 품에 안고서.(개정판),최해성,https://novel-phinf.pstatic.net/20200824_13/novel_1598270488757Cf6wv_JPEG/EB84A4EC9DB4EBB284%2BEC82ACEC9DB4ECA688-1.jpg?type=f150_118_2,10.0
나인나인(99퍼센트),순달,https://novel-phinf.pstatic.net/20140730_145/novel_1406699337831FcipV_PNG/romance_5.png?type=f150_118_2,10.0
내게로 다가오는 법!,쿠키아저씨,https://novel-phinf.pstatic.net/20140818_105/novel_1408342187172nOj9w_JPEG/cometome.jpg?type=f150_118_2,10.0
연애,붉은토마토,https://novel-phinf.pstatic.net/20200602_227/novel_1591106313850twDSW_JPEG/img_xl.jpg?type=f150_118_2,10.0
여기 지금 우리,다하루,https://novel-phinf.pstatic.net/20210209_137/novel_1612864823603kkbbm_PNG/KakaoTalk_20210209_185928009_01.png?type=f150_118_2,10.0
내 심장이 너만 원해,GIFT SHOP,https://novel-phinf.pstatic.net/20210719_70/novel_1626690012528cLV3a_JPEG/11.jpg?type=f150_118_2,9.9
수사 말고 로맨스 (내몸너기2),룰루바나나,https://novel-phinf.pstatic.net/20160705_194/novel_1467715387235Y8oIU_PNG/romance_6.png?type=f150_118_2,10.0
돌아온 스무살,손작가,https://novel-phinf.pstatic.net/20170317_195/novel_1489711451376hjj8X_JPEG/01.jpg?type=f150_118_2,10.0
내 사랑은 미쳤다,용감한 자매,https://novel-phinf.pstatic.net/20160129_28/novel_1454061756018fNly1_JPEG/crazylove_typo.jpg?type=f150_118_2,9.9
카사노바,용감한 자매,https://novel-phinf.pstatic.net/20151016_261/novel_1444999234117daLKM_JPEG/cover.jpg?type=f150_118_2,9.9
뱀파이어 탐정,초록반,https://novel-phinf.pstatic.net/20160705_194/novel_1467715387235Y8oIU_PNG/romance_6.png?type=f150_118_2,10.0
여름바람.,달토끼미미 ,https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,10.0
옥상 동거,아침안개,https://novel-phinf.pstatic.net/20191231_154/novel_1577752679623ua9Fo_JPEG/ED919CECA780.JPG?type=f150_118_2,10.0
프렌즈-하룻밤의 사정,손작가,https://novel-phinf.pstatic.net/20181105_294/novel_1541384587684SpxcD_JPEG/friends.jpg?type=f150_118_2,10.0
공주의 무사,진이현,https://novel-phinf.pstatic.net/20170525_299/novel_1495682594095MOh3P_JPEG/jra.jpg?type=f150_118_2,10.0
봉황의 비상 : 제2부 조일전쟁편,슈타인호프,https://novel-phinf.pstatic.net/20140404_280/novel_13965770323942D9Gu_PNG/romance_2.png?type=f150_118_2,8.9
나를 사랑한 주인님,용감한 자매,https://novel-phinf.pstatic.net/20141226_166/novel_14195671812459RSDr_JPEG/my_lovely_master.jpg?type=f150_118_2,10.0
사랑에 빠지다,까밀라,https://novel-phinf.pstatic.net/20220103_171/novel_1641185496957KJAqr_JPEG/fallinloave_2.jpg?type=f150_118_2,9.9
그냥 하면 안 돼요?,GIFT SHOP,https://novel-phinf.pstatic.net/20211010_126/novel_1633837125878BDInH_PNG/99.png?type=f150_118_2,9.8
얼음 여왕의 심술,박하연(박하꽃),https://novel-phinf.pstatic.net/20210823_71/novel_1629700827186epYLP_JPEG/9876.jpg?type=f150_118_2,10.0
비서들의 전쟁,웅또리,https://novel-phinf.pstatic.net/20210105_158/novel_1609825929132t09lY_JPEG/137.jpg?type=f150_118_2,10.0
첫사랑의 이혼을 변호합니다,DALKI(딸기),https://novel-phinf.pstatic.net/20210420_36/novel_16189028908683jHON_JPEG/IMG_0450%2B2.jpg?type=f150_118_2,9.9
룸메이트 본부장님,요설쟁이,https://novel-phinf.pstatic.net/20140730_145/novel_1406699337831FcipV_PNG/romance_5.png?type=f150_118_2,10.0
블러디 메리,IRAIZA,https://novel-phinf.pstatic.net/20210311_255/novel_1615445817937z6jp2_PNG/bloodymary.png?type=f150_118_2,9.9
가슴에 품은 꽃 에델바이스,수묵담채화,https://novel-phinf.pstatic.net/20210116_83/novel_1610769780980xiecR_JPEG/Amazon%2BJungle%2BSmall%2BKindle%2BCover%2B282.jpg?type=f150_118_2,9.9
껍질 깨기,다모작,https://novel-phinf.pstatic.net/20160531_270/novel_1464704537126NYAuo_PNG/romance_4.png?type=f150_118_2,10.0
그대 품에 설탕 한 스푼,안나(Anna),https://novel-phinf.pstatic.net/20201210_256/novel_1607541440997PORdv_JPEG/2ECB0A8ECB59CECA285.jpg?type=f150_118_2,10.0
그의 가을,아침안개,https://novel-phinf.pstatic.net/20201212_23/novel_1607734373899qpnqG_JPEG/EAB7B8EC9D98EAB080EC9D84ED919CECA780.jpg?type=f150_118_2,10.0
피의 황제 ;,JoinB,https://novel-phinf.pstatic.net/20160326_196/novel_1458972830201bPrcu_JPEG/Throne_ECBBA4EBB284.jpg?type=f150_118_2,9.4
내 아이 맞아?,한잼,https://novel-phinf.pstatic.net/20200723_214/novel_159549549117879B2e_JPEG/20200723180831.jpg?type=f150_118_2,9.8
선비님의 매니저가 되었습니다,세랑세,https://novel-phinf.pstatic.net/20140404_280/novel_13965770323942D9Gu_PNG/romance_2.png?type=f150_118_2,9.9
나쁜남자 VS 착한 여자(개정판-착한여자 콤플렉스),블 루 스 카 이,https://novel-phinf.pstatic.net/20200715_266/novel_1594810618245rUyA6_PNG/EB8298EC9D98SED8C8CED8AB8EB8488_ED919CECA780_EC9984EC8.png?type=f150_118_2,9.9
꽃,Winter flower,https://novel-phinf.pstatic.net/20200325_268/novel_1585119326578iASoH_JPEG/EABD83.jpg?type=f150_118_2,10.0
색깔있는 여자 성깔있는 남자(개정판),블 루 스 카 이,https://novel-phinf.pstatic.net/20200715_240/novel_1594809049335ymsSm_JPEG/Arte-tecido-pano-de-fundo-de-fotos-de-est-dio-fundos-para-o-interior-do-beb.jpg_.jpg?type=f150_118_2,10.0
조선 왕조에 떠오른 마지막 불새. 영월 공주,김진솔*,https://novel-phinf.pstatic.net/20200309_205/novel_1583723912181mcUN5_JPEG/ECBAA1ECB298.JPG?type=f150_118_2,9.5
두 번의 인연,정글피시,https://novel-phinf.pstatic.net/20180105_251/novel_1515138874611jGNbg_JPEG/cu1515138526518.jpg?type=f150_118_2,9.8
대표님이 수상해 -개정판-전천후여비서와대표님과은밀한관계,블 루 스 카 이,https://novel-phinf.pstatic.net/20190909_264/novel_1568031531792qYfCQ_JPEG/ECA084ECB29CED9B84%2BEC97ACEBB984EC849C%2BED919CECA7801.jpg?type=f150_118_2,10.0
후광(後光),윤인수,https://novel-phinf.pstatic.net/20190713_38/novel_1562984309273EK1Mi_JPEG/light.jpg?type=f150_118_2,9.8
연인(lovers)-합본,붉은토마토(ruddy tomato),https://novel-phinf.pstatic.net/20190208_260/novel_1549635969051BXaKA_JPEG/EC97B0EC9DB8EB84A4EC9DB4EBB2843.jpg?type=f150_118_2,10.0
입맛 당기는 연애,잠빛,https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,9.8
사랑도 멋이다,늘ㅎH랑,https://novel-phinf.pstatic.net/20170606_221/novel_1496713769172Nhp9I_JPEG/EC9BB9EC9AA9-EC82ACEB9E91EB8F84EBA98BEC9DB4EB8BA401.jpg?type=f150_118_2,9.9
운현궁 꽃 필녘에,FullMoon.,https://novel-phinf.pstatic.net/20170629_209/novel_1498736635196PodzP_JPEG/1212.jpg?type=f150_118_2,10.0
